ShipmentSK,OrderID,OrderDate,PickupDate,DeliveryDate,OriginCity,DestinationCity,DistanceKM,WeightKG,VolumeM3,Carrier,ShippingType,VehicleType,CustomerType,PaymentMethod,WarehouseID,DriverID,ShippingCostIDR,FuelSurchargeIDR,PlannedDeliveryDays,ActualDeliveryDays,DeliveryStatus,DelayReason,CustomerRating
1152,ORD2023003034,2025-12-11,2025-12-12,2025-12-16,SEMARANG,MAKASSAR,1132.0,8.32,0.029,Lion Parcel,Kargo,Motor,B2B,Kartu Kredit,WH-JAK-02,DRV-311,37200.0,1770.0,3,4.0,Delivered,No Delay,3.0
1153,ORD2023003835,2023-05-24,2023-05-24,2023-05-27,BANJARMASIN,DENPASAR,797.9,12.73,0.036,ID Express,Express,Truk Engkel,B2B,Kartu Kredit,WH-SUR-02,DRV-460,111000.0,4800.0,3,3.0,Delivered,No Delay,5.0
1154,ORD2023005834,2025-11-23,2025-11-24,2025-11-25,SEMARANG,JAKARTA,536.6,15.64,0.082,ID Express,Express,Kontainer 20ft,B2C,COD,WH-MED-01,DRV-307,120200.0,5350.0,1,1.0,Delivered,No Delay,5.0
1155,ORD2023003206,2025-04-14,2025-04-14,2025-04-21,SEMARANG,PEKANBARU,1587.1,7.93,0.02,Ninja Xpress,Kargo,Truk Engkel,B2C,E-Wallet,WH-MAK-02,DRV-303,51000.0,3860.0,4,7.0,Delayed,Keterlambatan sortir gudang,2.0
1156,ORD2023001750,2024-05-22,2024-05-23,2024-05-29,SEMARANG,BANDUNG,385.5,16.43,0.066,JNE,Reguler,Truk Engkel,B2B,COD,WH-SUR-02,DRV-219,56000.0,1540.0,1,6.0,Delayed,Kendala armada,3.0
1157,ORD2023001982,2024-01-16,2024-01-16,2024-01-24,MAKASSAR,PALEMBANG,1953.4,7.51,0.07,Ninja Xpress,Kargo,Motor,B2C,Transfer Bank,WH-MAK-01,DRV-444,36200.0,2530.0,5,8.0,Delayed,Keterlambatan sortir gudang,3.0
1158,ORD2023001170,2023-12-13,2023-12-13,2023-12-16,SEMARANG,BATAM,1462.9,20.91,0.1,J&T Express,Kargo,Motor,B2B,COD,WH-MED-02,DRV-259,88500.0,2210.0,3,3.0,Delivered,No Delay,3.0
1159,ORD2023004491,2023-10-13,2023-10-14,2023-10-19,SURABAYA,MALANG,106.1,30.62,0.189,JNE,Kargo,Truk Engkel,B2C,COD,WH-MED-02,DRV-285,87200.0,2710.0,1,5.0,Returned,Alamat tidak ditemukan,
1160,ORD2023002255,2025-08-22,2025-08-22,2025-08-24,SEMARANG,BANJARMASIN,675.7,45.13,0.31,SiCepat,Reguler,Truk Fuso,B2B,Virtual Account,WH-MED-01,DRV-157,174200.0,4170.0,2,2.0,Delivered,No Delay,1.0
1161,ORD2023003680,2023-05-02,2023-05-03,2023-05-05,BALIKPAPAN,DENPASAR,897.6,2.03,0.004,Wahana,Reguler,Van,B2C,Virtual Account,WH-MED-02,DRV-142,23100.0,840.0,2,2.0,Delivered,No Delay,5.0
1162,ORD2023002748,2024-06-12,2024-06-12,2024-06-27,MEDAN,DENPASAR,2737.2,29.14,0.123,Ninja Xpress,Reguler,Motor,B2C,Virtual Account,WH-SUR-01,DRV-270,157600.0,7860.0,9,15.0,Returned,Alamat tidak ditemukan,
1163,ORD2023004464,2023-11-18,2023-11-19,2023-11-20,BANDUNG,YOGYAKARTA,410.4,1.02,0.005,Ninja Xpress,Express,Truk CDD,B2C,E-Wallet,WH-MAK-01,DRV-158,25100.0,1110.0,1,1.0,Delivered,No Delay,4.0
1164,ORD2023000724,2023-05-06,2023-05-07,2023-05-11,BATAM,PALEMBANG,579.4,45.99,0.352,Lion Parcel,Kargo,Truk CDD,B2C,E-Wallet,WH-SUR-02,DRV-263,93900.0,5780.0,2,4.0,Delayed,Kapasitas armada penuh,2.0
1165,ORD2023002204,2023-10-31,2023-10-31,2023-11-04,MALANG,PALEMBANG,1179.0,6.27,0.052,Wahana,Reguler,Truk Engkel,B2C,Kartu Kredit,WH-JAK-01,DRV-447,44200.0,1440.0,4,4.0,Delivered,No Delay,5.0
1166,ORD2023004843,2025-08-24,2025-08-25,2025-08-28,BALIKPAPAN,YOGYAKARTA,1241.7,1.6,0.008,Lion Parcel,Reguler,Truk CDD,B2C,Virtual Account,WH-MAK-01,DRV-177,26400.0,1360.0,3,3.0,Delivered,No Delay,5.0
1167,ORD2023003644,2025-07-28,2025-07-29,2025-08-03,SEMARANG,MEDAN,2246.6,83.95,0.344,Pos Indonesia,Instant,Van,B2C,COD,WH-MAK-01,DRV-494,971500.0,25010.0,5,5.0,Delivered,No Delay,2.0
1168,ORD2023004446,2024-04-19,2024-04-20,2024-04-24,PALEMBANG,MEDAN,1138.6,14.49,0.133,Lion Parcel,Reguler,Truk Fuso,B2B,COD,WH-MED-02,DRV-362,76400.0,1970.0,4,4.0,Delivered,No Delay,4.0
1169,ORD2023003832,2025-12-20,2025-12-20,2025-12-26,SURABAYA,BANDUNG,715.7,6.3,0.022,J&T Express,Express,Truk Engkel,B2B,Kartu Kredit,WH-JAK-01,DRV-317,49100.0,3300.0,2,6.0,Delayed,Kesalahan alamat,1.0
1170,ORD2023001283,2024-03-18,2024-03-18,2024-03-21,JAKARTA,BATAM,918.7,0.97,0.007,AnterAja,Kargo,Kontainer 20ft,B2C,Virtual Account,WH-MED-01,DRV-310,18200.0,850.0,3,3.0,Delivered,No Delay,4.0
1171,ORD2023002471,2024-07-20,2024-07-21,2024-07-29,PEKANBARU,MANADO,3397.7,7.97,0.042,Pos Indonesia,Kargo,Van,B2C,Virtual Account,WH-SUR-02,DRV-373,43400.0,1380.0,8,8.0,Delivered,No Delay,3.0
1172,ORD2023003684,2025-12-03,2025-12-03,2025-12-04,JAKARTA,BANDUNG,129.2,2.67,0.022,Ninja Xpress,Reguler,Motor,B2C,COD,WH-MED-01,DRV-142,16300.0,510.0,1,1.0,Delivered,No Delay,5.0
1173,ORD2023001408,2025-08-03,2025-08-04,2025-08-07,BANJARMASIN,MAKASSAR,650.6,5.89,0.051,GoSend Logistics,Kargo,Truk Engkel,B2C,COD,WH-JAK-01,DRV-430,25300.0,860.0,1,3.0,Delayed,Kesalahan alamat,1.0
1174,ORD2023000315,2025-07-07,2025-07-07,2025-07-21,DENPASAR,MEDAN,2853.9,11.25,0.065,AnterAja,Express,Truk CDD,B2C,COD,WH-MED-01,DRV-443,90000.0,5300.0,10,14.0,Delayed,Kendala armada,3.0
1175,ORD2023004974,2024-11-14,2024-11-14,2024-11-16,SEMARANG,DENPASAR,693.3,11.13,0.067,SiCepat,Reguler,Truk Engkel,B2C,COD,WH-JAK-02,DRV-245,37900.0,1690.0,2,2.0,Delivered,No Delay,5.0
1176,ORD2023001329,2025-09-17,2025-09-18,2025-09-28,MEDAN,MANADO,3693.5,3.64,0.018,Ninja Xpress,Reguler,Kontainer 20ft,B2B,Virtual Account,WH-JAK-01,DRV-127,50200.0,3890.0,10,10.0,Delivered,No Delay,5.0
1177,ORD2023001681,2024-06-25,2024-06-25,2024-06-27,PEKANBARU,PALEMBANG,645.3,16.15,0.042,Ninja Xpress,Express,Motor,B2C,COD,WH-MED-02,DRV-357,97600.0,2220.0,2,2.0,Delivered,No Delay,4.0
1178,ORD2023005687,2025-11-30,2025-11-30,2025-12-07,SEMARANG,MANADO,1997.0,6.09,0.023,Lion Parcel,Reguler,Truk CDD,B2C,COD,WH-SUR-02,DRV-456,55300.0,4100.0,6,7.0,Delivered,No Delay,4.0
1179,ORD2023005313,2025-03-02,2025-03-03,2025-03-14,MEDAN,MAKASSAR,3057.4,5.41,0.038,Pos Indonesia,Express,Kontainer 20ft,B2B,E-Wallet,WH-SUR-02,DRV-158,76400.0,3860.0,10,11.0,Delivered,No Delay,2.0
1180,ORD2023000005,2025-05-21,2025-05-22,2025-05-26,BANJARMASIN,MANADO,1341.5,18.97,0.163,Lion Parcel,Reguler,Motor,B2B,Kartu Kredit,WH-MED-02,DRV-208,85300.0,6390.0,4,4.0,Delivered,No Delay,4.0
1181,ORD2023000767,2025-02-21,2025-02-21,,SEMARANG,PEKANBARU,1425.3,8.02,0.056,Wahana,Reguler,Motor,B2C,Kartu Kredit,WH-MED-01,DRV-274,62100.0,4460.0,4,,Lost,Barang hilang dalam pengiriman,
1182,ORD2023001209,2024-10-28,2024-10-28,2024-10-30,BATAM,JAKARTA,986.8,20.76,0.132,GoSend Logistics,Reguler,Truk Engkel,B2C,Kartu Kredit,WH-SUR-02,DRV-206,110700.0,6130.0,2,2.0,Delivered,No Delay,2.0
1183,ORD2023001626,2024-06-27,2024-06-27,2024-07-02,MEDAN,SURABAYA,2109.3,25.36,0.186,ID Express,Reguler,Kontainer 20ft,B2C,Virtual Account,WH-SUR-02,DRV-421,155400.0,11860.0,4,5.0,Delayed,Keterlambatan sortir gudang,3.0
1184,ORD2023001311,2025-06-22,2025-06-22,2025-06-30,MALANG,BANJARMASIN,605.8,5.69,0.018,AnterAja,Ekonomi,Truk CDD,B2C,COD,WH-MAK-01,DRV-374,21300.0,1230.0,2,8.0,Returned,Barang rusak,
1185,ORD2023002962,2024-04-06,2024-04-06,2024-04-12,BATAM,MALANG,1689.4,6.95,0.031,SiCepat,Express,Truk Fuso,B2B,E-Wallet,WH-MAK-02,DRV-376,69900.0,4070.0,6,6.0,Delivered,No Delay,3.0
1186,ORD2023000623,2024-05-06,2024-05-06,2024-05-13,MEDAN,BANDUNG,1880.3,10.11,0.091,AnterAja,Express,Truk CDD,B2C,Virtual Account,WH-SUR-01,DRV-475,86100.0,5000.0,7,7.0,Delivered,No Delay,4.0
1187,ORD2023000027,2023-06-11,2023-06-11,2023-06-20,JAKARTA,BALIKPAPAN,1394.8,8.04,0.071,GoSend Logistics,Reguler,Truk Engkel,B2C,Kartu Kredit,WH-MED-02,DRV-486,58700.0,3710.0,4,9.0,Delayed,Kesalahan alamat,1.0
1188,ORD2023003158,2025-06-23,2025-06-23,2025-07-04,MEDAN,DENPASAR,2804.5,44.33,0.325,ID Express,Kargo,Motor,B2C,Virtual Account,WH-JAK-01,DRV-419,109900.0,5990.0,6,11.0,Delayed,Kesalahan alamat,2.0
1189,ORD2023001491,2025-01-22,2025-01-22,2025-01-27,PEKANBARU,BALIKPAPAN,2022.9,7.69,0.057,Pos Indonesia,Express,Van,B2C,Transfer Bank,WH-MED-02,DRV-464,81200.0,6390.0,5,5.0,Delivered,No Delay,3.0
1190,ORD2023005823,2025-06-16,2025-06-16,2025-06-22,MAKASSAR,YOGYAKARTA,1148.0,19.84,0.139,ID Express,Express,Van,B2B,Virtual Account,WH-JAK-02,DRV-433,139900.0,4640.0,3,6.0,Delayed,Keterlambatan sortir gudang,1.0
1191,ORD2023002687,2024-07-13,2024-07-13,2024-07-17,BALIKPAPAN,SEMARANG,1045.2,8.69,0.051,SiCepat,Express,Kontainer 20ft,B2C,COD,WH-SUR-01,DRV-175,68300.0,2790.0,4,4.0,Delivered,No Delay,4.0
1192,ORD2023004740,2024-11-16,2024-11-16,2024-11-22,BANJARMASIN,YOGYAKARTA,802.2,13.18,0.04,GoSend Logistics,Express,Truk CDD,B2C,Transfer Bank,WH-SUR-01,DRV-253,128300.0,5360.0,2,6.0,Delayed,Kendala armada,1.0
1193,ORD2023005531,2023-10-16,2023-10-17,2023-10-23,BALIKPAPAN,JAKARTA,1440.4,15.58,0.155,ID Express,Express,Kontainer 20ft,B2C,E-Wallet,WH-SUR-01,DRV-488,115700.0,3550.0,4,6.0,Delayed,Kesalahan alamat,2.0
1194,ORD2023005705,2024-11-16,2024-11-17,2024-11-19,SEMARANG,SURABAYA,341.9,11.09,0.088,Lion Parcel,Kargo,Unknown,B2B,Unknown,WH-MAK-02,DRV-307,39500.0,3410.0,1,2.0,Delivered,No Delay,
1195,ORD2023002353,2024-04-11,2024-04-11,2024-04-16,DENPASAR,MAKASSAR,767.0,23.77,0.214,AnterAja,Instant,Truk Fuso,B2C,Virtual Account,WH-MED-02,DRV-283,296900.0,14730.0,2,5.0,Returned,Alamat tidak ditemukan,
1196,ORD2023004007,2023-01-24,2023-01-24,,BANDUNG,BATAM,1131.7,9.57,0.059,AnterAja,Reguler,Truk CDD,B2C,Kartu Kredit,WH-SUR-02,DRV-304,52500.0,2280.0,4,,Lost,Barang hilang dalam pengiriman,
1197,ORD2023004134,2023-08-17,2023-08-17,2023-08-22,MALANG,PALEMBANG,1302.2,18.94,0.183,SiCepat,Reguler,Van,B2C,E-Wallet,WH-MAK-02,DRV-226,85500.0,5830.0,4,5.0,Delayed,Cuaca buruk,1.0
1198,ORD2023003318,2024-12-01,2024-12-01,2024-12-13,SURABAYA,MEDAN,2574.3,8.31,0.061,Pos Indonesia,Instant,Motor,B2B,Kartu Kredit,WH-SUR-01,DRV-318,153600.0,10760.0,7,12.0,Delayed,Kesalahan alamat,2.0
1199,ORD2023004761,2024-12-07,2024-12-07,2024-12-18,MANADO,PEKANBARU,3294.0,20.39,0.103,ID Express,Kargo,Van,B2C,Transfer Bank,WH-MAK-01,DRV-491,112400.0,6500.0,7,11.0,Delayed,Cuaca buruk,2.0
1200,ORD2023002420,2025-05-23,2025-05-23,2025-05-26,MALANG,MAKASSAR,910.1,5.31,0.031,Ninja Xpress,Reguler,Truk CDD,B2C,Virtual Account,WH-JAK-02,DRV-451,46600.0,3550.0,3,3.0,Delivered,No Delay,4.0
1201,ORD2023000131,2025-04-07,2025-04-08,,MAKASSAR,JAKARTA,1870.7,11.24,0.075,Pos Indonesia,Kargo,Truk CDD,B2B,COD,WH-MAK-01,DRV-446,54700.0,3570.0,7,,Lost,Barang hilang dalam pengiriman,
1202,ORD2023003493,2024-08-14,2024-08-15,2024-08-18,BALIKPAPAN,BATAM,1546.0,5.01,0.042,SiCepat,Reguler,Truk CDD,B2C,E-Wallet,WH-MED-01,DRV-301,48800.0,2820.0,3,3.0,Delivered,No Delay,1.0
1203,ORD2023004059,2023-05-07,2023-05-07,2023-05-09,BANJARMASIN,BALIKPAPAN,369.5,1.18,0.005,JNE,Reguler,Motor,B2C,COD,WH-MED-02,DRV-212,15300.0,1110.0,1,2.0,Delivered,No Delay,5.0
1204,ORD2023005874,2024-03-31,2024-03-31,2024-04-07,MAKASSAR,PEKANBARU,2533.5,32.45,0.102,Lion Parcel,Kargo,Van,B2B,Kartu Kredit,WH-JAK-02,DRV-477,162300.0,9750.0,7,7.0,Delivered,No Delay,3.0
1205,ORD2023004038,2024-03-03,2024-03-03,,MEDAN,YOGYAKARTA,2286.0,8.22,0.057,ID Express,Express,Van,B2C,Virtual Account,WH-SUR-02,DRV-124,106100.0,3290.0,5,,Lost,Barang hilang dalam pengiriman,
1206,ORD2023002640,2024-12-10,2024-12-11,2024-12-16,JAKARTA,MAKASSAR,1759.0,10.14,0.036,Ninja Xpress,Reguler,Motor,B2B,Kartu Kredit,WH-SUR-01,DRV-267,75800.0,5280.0,5,5.0,Delivered,No Delay,3.0
1207,ORD2023002114,2025-11-11,2025-11-11,2025-11-18,BATAM,PALEMBANG,534.7,11.68,0.05,ID Express,Kargo,Van,B2C,Transfer Bank,WH-MAK-01,DRV-200,44400.0,2110.0,2,7.0,Delayed,Cuaca buruk,2.0
1208,ORD2023005274,2025-08-03,2025-08-03,2025-08-10,BALIKPAPAN,MEDAN,2234.3,3.73,0.024,SiCepat,Ekonomi,Truk Fuso,B2B,E-Wallet,WH-MED-02,DRV-250,34700.0,1020.0,5,7.0,Delayed,Keterlambatan sortir gudang,3.0
1209,ORD2023005609,2025-12-30,2025-12-31,2026-01-03,SURABAYA,MAKASSAR,1011.5,6.12,0.036,ID Express,Reguler,Truk Engkel,B2B,Transfer Bank,WH-JAK-02,DRV-282,46600.0,2700.0,2,3.0,Delivered,No Delay,3.0
1210,ORD2023004682,2024-01-12,2024-01-12,2024-01-18,BALIKPAPAN,PEKANBARU,2058.6,8.14,0.077,Ninja Xpress,Reguler,Motor,B2B,E-Wallet,WH-MED-01,DRV-274,52100.0,3950.0,6,6.0,Delivered,No Delay,4.0
1211,ORD2023001641,2024-08-19,2024-08-19,2024-08-20,SURABAYA,YOGYAKARTA,350.7,19.53,0.162,Wahana,Reguler,Truk Fuso,B2C,E-Wallet,WH-JAK-01,DRV-227,50500.0,2140.0,1,1.0,Delivered,No Delay,5.0
1212,ORD2023002191,2024-01-16,2024-01-16,2024-01-20,MALANG,BATAM,1681.7,2.27,0.019,GoSend Logistics,Ekonomi,Truk Engkel,B2C,Virtual Account,WH-SUR-02,DRV-124,25300.0,840.0,4,4.0,Delivered,No Delay,3.0
1213,ORD2023001451,2025-12-17,2025-12-18,2025-12-25,PALEMBANG,BALIKPAPAN,1723.5,31.98,0.117,Pos Indonesia,Reguler,Motor,B2C,Virtual Account,WH-MED-02,DRV-293,146500.0,8140.0,4,7.0,Returned,Penerima menolak,
1214,ORD2023005381,2023-05-03,2023-05-04,2023-05-13,PEKANBARU,SEMARANG,1599.0,1.8,0.014,Wahana,Reguler,Motor,B2C,Transfer Bank,WH-MED-02,DRV-407,30000.0,1580.0,4,9.0,Delayed,Kendala bea cukai,3.0
1215,ORD2023000384,2023-07-15,2023-07-16,2023-07-17,PALEMBANG,BATAM,522.9,13.16,0.071,J&T Express,Kargo,Kontainer 20ft,B2B,Transfer Bank,WH-MED-02,DRV-315,58300.0,3750.0,1,1.0,Delivered,No Delay,4.0
1216,ORD2023000513,2025-09-07,2025-09-07,2025-09-11,PALEMBANG,YOGYAKARTA,988.7,10.11,0.077,AnterAja,Reguler,Truk Engkel,B2C,Kartu Kredit,WH-MAK-01,DRV-429,39800.0,1660.0,2,4.0,Delayed,Kepadatan lalu lintas,3.0
1217,ORD2023004104,2025-03-07,2025-03-08,2025-03-10,MAKASSAR,DENPASAR,673.0,2.71,0.018,AnterAja,Reguler,Truk Fuso,B2B,COD,WH-SUR-02,DRV-212,26000.0,710.0,1,2.0,Delivered,No Delay,2.0
1218,ORD2023001086,2024-09-04,2024-09-04,2024-09-12,PEKANBARU,MANADO,2853.7,9.21,0.049,Wahana,Instant,Kontainer 20ft,B2C,COD,WH-JAK-01,DRV-320,151900.0,5400.0,8,8.0,Delivered,No Delay,5.0
1219,ORD2023000700,2025-06-09,2025-06-09,2025-06-14,MAKASSAR,JAKARTA,1526.6,6.11,0.024,Wahana,Reguler,Truk Fuso,B2B,Virtual Account,WH-JAK-01,DRV-131,42700.0,2750.0,5,5.0,Delivered,No Delay,5.0
1220,ORD2023005837,2025-03-13,2025-03-13,2025-03-26,MAKASSAR,MEDAN,3328.5,5.06,0.049,Wahana,Reguler,Kontainer 20ft,B2C,COD,WH-MAK-01,DRV-288,65100.0,2020.0,12,13.0,Delivered,No Delay,5.0
1221,ORD2023003666,2023-06-29,2023-06-30,2023-07-03,YOGYAKARTA,DENPASAR,614.2,1.21,0.007,SiCepat,Ekonomi,Truk CDD,B2C,Kartu Kredit,WH-MED-02,DRV-287,13500.0,620.0,2,3.0,Delivered,No Delay,4.0
1222,ORD2023004418,2023-09-13,2023-09-13,2023-09-25,MALANG,MANADO,1911.3,0.78,0.006,SiCepat,Reguler,Motor,B2C,Transfer Bank,WH-SUR-01,DRV-243,39300.0,2910.0,5,12.0,Returned,Alamat tidak ditemukan,
1223,ORD2023004047,2025-10-24,2025-10-24,2025-10-27,BALIKPAPAN,DENPASAR,1002.5,7.88,0.016,Pos Indonesia,Ekonomi,Kontainer 20ft,B2B,E-Wallet,WH-MED-01,DRV-276,32700.0,1460.0,3,3.0,Delivered,No Delay,3.0
1224,ORD2023004995,2025-09-04,2025-09-04,2025-09-11,BATAM,BANJARMASIN,1485.4,8.48,0.08,GoSend Logistics,Kargo,Kontainer 20ft,B2C,Transfer Bank,WH-JAK-02,DRV-208,49100.0,1690.0,6,7.0,Delivered,No Delay,5.0
1225,ORD2023002643,2024-05-10,2024-05-10,2024-05-14,SEMARANG,BALIKPAPAN,1241.7,4.87,0.022,J&T Express,Instant,Kontainer 20ft,B2B,COD,WH-MED-01,DRV-359,82400.0,5230.0,4,4.0,Delivered,No Delay,2.0
1226,ORD2023001339,2023-06-26,2023-06-26,2023-06-28,PEKANBARU,PALEMBANG,601.9,7.61,0.05,Pos Indonesia,Instant,Truk Engkel,B2C,COD,WH-MED-01,DRV-389,102600.0,5840.0,1,2.0,Delayed,Kesalahan alamat,2.0
1227,ORD2023001515,2024-01-04,2024-01-04,2024-01-10,PEKANBARU,SEMARANG,1587.3,0.88,0.008,GoSend Logistics,Reguler,Motor,B2B,COD,WH-JAK-02,DRV-344,27000.0,1820.0,5,6.0,Delivered,No Delay,4.0
1228,ORD2023000917,2024-04-11,2024-04-11,2024-04-12,BANJARMASIN,MALANG,650.8,2.18,0.008,ID Express,Reguler,Kontainer 20ft,B2C,E-Wallet,WH-JAK-01,DRV-430,21500.0,930.0,1,1.0,Delivered,No Delay,3.0
1229,ORD2023004320,2024-01-16,2024-01-16,2024-01-21,BATAM,SEMARANG,1259.7,12.1,0.091,JNE,Express,Motor,B2C,Transfer Bank,WH-MED-02,DRV-200,119700.0,8890.0,4,5.0,Delayed,Kesalahan alamat,3.0
1230,ORD2023005517,2025-11-06,2025-11-06,2025-11-17,BATAM,MANADO,2714.3,60.8,0.464,Pos Indonesia,Express,Truk Fuso,B2C,Virtual Account,WH-JAK-02,DRV-469,251400.0,14880.0,9,11.0,Delayed,Kendala bea cukai,2.0
1231,ORD2023000761,2025-07-30,2025-07-31,2025-08-02,SURABAYA,BANJARMASIN,617.7,10.91,0.038,Lion Parcel,Instant,Van,B2B,Kartu Kredit,WH-MED-01,DRV-407,132300.0,4380.0,2,2.0,Delivered,No Delay,5.0
1232,ORD2023000771,2024-02-11,2024-02-11,2024-02-17,BATAM,DENPASAR,1824.8,8.95,0.076,AnterAja,Ekonomi,Truk Fuso,B2C,E-Wallet,WH-JAK-01,DRV-476,46100.0,2320.0,6,6.0,Delivered,No Delay,5.0
1233,ORD2023002968,2023-11-16,2023-11-16,2023-11-18,JAKARTA,MALANG,816.2,1.21,0.004,JNE,Reguler,Truk CDD,B2C,COD,WH-MED-02,DRV-347,21400.0,500.0,2,2.0,Delivered,No Delay,4.0
1234,ORD2023005323,2024-04-06,2024-04-06,2024-04-11,SURABAYA,MANADO,2210.4,47.22,0.406,JNE,Reguler,Van,B2C,Kartu Kredit,WH-SUR-02,DRV-432,148200.0,9430.0,5,5.0,Delivered,No Delay,4.0
1235,ORD2023004140,2023-05-13,2023-05-13,2023-05-14,MALANG,DENPASAR,394.1,10.33,0.025,Pos Indonesia,Reguler,Truk Fuso,B2C,Transfer Bank,WH-MED-02,DRV-328,58200.0,3200.0,1,1.0,Delivered,No Delay,3.0
1236,ORD2023005877,2023-08-19,2023-08-20,,SURABAYA,BALIKPAPAN,1000.8,13.55,0.135,Ninja Xpress,Reguler,Van,B2C,COD,WH-SUR-02,DRV-365,65100.0,3050.0,2,,Lost,Barang hilang dalam pengiriman,
1237,ORD2023002243,2023-05-02,2023-05-02,2023-05-07,MALANG,BANJARMASIN,754.5,2.86,0.007,J&T Express,Reguler,Truk Engkel,B2B,E-Wallet,WH-MAK-01,DRV-323,28300.0,1460.0,3,5.0,Returned,Barang rusak,
1238,ORD2023001115,2025-12-25,2025-12-25,2025-12-26,SEMARANG,SURABAYA,336.6,6.17,0.054,J&T Express,Reguler,Truk CDD,B2C,Kartu Kredit,WH-MAK-02,DRV-202,39300.0,2210.0,1,1.0,Delivered,No Delay,5.0
1239,ORD2023002308,2024-05-22,2024-05-22,2024-05-27,PEKANBARU,DENPASAR,2014.4,2.45,0.02,J&T Express,Instant,Truk CDD,B2C,Transfer Bank,WH-MAK-01,DRV-128,88100.0,6770.0,5,5.0,Delivered,No Delay,2.0
1240,ORD2023000799,2025-09-19,2025-09-19,2025-09-25,MANADO,DENPASAR,1698.3,8.77,0.071,GoSend Logistics,Express,Motor,B2C,COD,WH-MAK-01,DRV-420,79000.0,2820.0,6,6.0,Delivered,No Delay,5.0
1241,ORD2023002926,2023-10-24,2023-10-24,2023-10-29,BANDUNG,MAKASSAR,1490.6,7.07,0.04,AnterAja,Reguler,Truk Engkel,B2C,Transfer Bank,WH-JAK-02,DRV-304,46700.0,990.0,5,5.0,Delivered,No Delay,5.0
1242,ORD2023004116,2025-01-09,2025-01-10,2025-01-13,PEKANBARU,BANDUNG,1343.5,4.25,0.038,AnterAja,Reguler,Truk Fuso,B2C,Transfer Bank,WH-JAK-01,DRV-452,41000.0,2850.0,3,3.0,Delivered,No Delay,1.0
1243,ORD2023003396,2025-01-07,2025-01-07,2025-01-08,SURABAYA,YOGYAKARTA,308.7,2.36,0.016,AnterAja,Reguler,Truk Fuso,B2B,COD,WH-MAK-02,DRV-171,21200.0,480.0,1,1.0,Delivered,No Delay,5.0
1244,ORD2023004160,2023-09-11,2023-09-11,2023-09-16,YOGYAKARTA,MAKASSAR,1204.5,2.31,0.011,GoSend Logistics,Express,Truk CDD,B2C,Transfer Bank,WH-SUR-02,DRV-296,53800.0,1370.0,3,5.0,Delayed,Kepadatan lalu lintas,3.0
1245,ORD2023000681,2024-06-15,2024-06-15,2024-06-24,DENPASAR,MEDAN,2567.5,11.04,0.092,SiCepat,Express,Kontainer 20ft,B2C,COD,WH-MAK-02,DRV-190,114400.0,6080.0,9,9.0,Delivered,No Delay,4.0
1246,ORD2023003580,2025-07-28,2025-07-28,2025-08-04,PALEMBANG,MALANG,1319.4,9.09,0.042,JNE,Instant,Kontainer 20ft,B2C,Transfer Bank,WH-MED-02,DRV-446,129500.0,4690.0,5,7.0,Delayed,Keterlambatan sortir gudang,3.0
1247,ORD2023003275,2025-05-08,2025-05-09,2025-05-12,PALEMBANG,YOGYAKARTA,916.3,11.69,0.058,GoSend Logistics,Reguler,Motor,B2B,Virtual Account,WH-MED-02,DRV-288,39100.0,2090.0,3,3.0,Delivered,No Delay,4.0
1248,ORD2023004334,2023-01-11,2023-01-11,2023-01-15,DENPASAR,JAKARTA,1198.1,1.21,0.01,JNE,Reguler,Truk Engkel,B2C,E-Wallet,WH-MED-01,DRV-353,25000.0,1710.0,4,4.0,Delivered,No Delay,3.0
1249,ORD2023000343,2025-04-26,2025-04-27,2025-05-03,MEDAN,PEKANBARU,622.9,11.99,0.026,Ninja Xpress,Reguler,Truk Engkel,B2C,Kartu Kredit,WH-JAK-01,DRV-332,44000.0,2740.0,2,6.0,Delayed,Kendala bea cukai,3.0
1250,ORD2023005174,2023-04-17,2023-04-17,2023-04-21,SEMARANG,BALIKPAPAN,1143.9,6.09,0.054,Wahana,Reguler,Motor,B2C,COD,WH-JAK-01,DRV-358,46900.0,1670.0,3,4.0,Delivered,No Delay,5.0
1251,ORD2023005927,2024-03-13,2024-03-14,2024-03-15,SEMARANG,JAKARTA,450.9,7.08,0.051,AnterAja,Ekonomi,Kontainer 20ft,B2B,Virtual Account,WH-MAK-01,DRV-211,33300.0,2630.0,1,1.0,Delivered,No Delay,4.0
1252,ORD2023005822,2023-11-30,2023-11-30,2023-12-03,BATAM,JAKARTA,1115.0,3.8,0.028,J&T Express,Reguler,Truk CDD,B2C,Transfer Bank,WH-JAK-02,DRV-318,34200.0,2090.0,3,3.0,Delivered,No Delay,2.0
1253,ORD2023002442,2024-02-29,2024-02-29,2024-03-12,PEKANBARU,MANADO,3169.4,12.05,0.078,Lion Parcel,Reguler,Van,B2C,COD,WH-MED-02,DRV-452,77600.0,5890.0,12,12.0,Delivered,No Delay,5.0
1254,ORD2023000141,2025-04-17,2025-04-17,2025-04-24,SURABAYA,MAKASSAR,910.3,5.92,0.057,J&T Express,Kargo,Kontainer 20ft,B2B,E-Wallet,WH-MED-02,DRV-333,33100.0,1350.0,3,7.0,Delayed,Kepadatan lalu lintas,2.0
